TransactionID,Branch,Product,Channel,IncomeBand,OfferType,FeeType,CustomerID,TransactionDate,TransactionValue,RevenueFee,NPSCategory
19824,Malaga,Savings Account,ATM,High Income,Student,Late Payment Fees,1404,24/09/2024,9092,57,Passive
19825,Malaga,Checking Account,Mobile,High Income,Business,Late Payment Fees,7217,10/05/2023,8401,185,Passive
19826,Malaga,Savings Account,Online,High Income,Business,Credit Card Fees,2314,09/08/2023,2096,434,Promoter
19827,Murcia,Credit Card,Branch,Middle Income,Student,Credit Card Fees,7244,04/03/2024,4968,269,Passive
19828,Bilbao,Checking Account,Online,Middle Income,Student,Credit Card Fees,6559,26/06/2023,350,358,Promoter
19829,Malaga,Mortgage,Mobile,Low Income,Student,Insurance Fees,6670,28/10/2024,8160,233,Passive
19830,Valencia,Mortgage,ATM,Middle Income,Student,Insurance Fees,3039,06/07/2023,2395,142,Detractor
19831,Madrid,Loan,Online,Middle Income,Student,Insurance Fees,5955,28/05/2024,1432,147,Passive
19832,Valencia,Mortgage,Online,Middle Income,Others,Insurance Fees,4884,17/06/2024,9892,387,Detractor
19833,Bilbao,Loan,Online,High Income,Others,Late Payment Fees,8798,23/09/2023,7470,333,Detractor
19834,Bilbao,Mortgage,Branch,Middle Income,Platinum,Late Payment Fees,9896,18/07/2024,6905,343,Passive
19835,Madrid,Checking Account,Branch,Middle Income,Student,Credit Card Fees,9624,03/07/2023,6782,287,Passive
19836,Zaragoza,Credit Card,ATM,High Income,Student,Late Payment Fees,3316,07/04/2023,5013,230,Promoter
19837,Zaragoza,Loan,Online,Middle Income,Others,Late Payment Fees,4786,13/06/2023,3454,239,Detractor
19838,Zaragoza,Credit Card,Branch,Middle Income,Student,Insurance Fees,1012,05/07/2023,7265,344,Detractor
19839,Murcia,Savings Account,Mobile,Low Income,Business,Insurance Fees,6864,23/03/2023,3565,257,Promoter
19840,Zaragoza,Savings Account,ATM,Middle Income,Student,Credit Card Fees,4100,25/10/2023,4876,124,Promoter
19841,Barcelona,Credit Card,Mobile,High Income,Platinum,Insurance Fees,2082,16/12/2024,7039,29,Detractor
19842,Murcia,Checking Account,Online,Middle Income,Platinum,Insurance Fees,5091,07/05/2024,4952,337,Detractor
19843,Murcia,Credit Card,Mobile,Low Income,Student,Credit Card Fees,4221,15/12/2024,8548,120,Detractor
19844,Zaragoza,Credit Card,Mobile,Middle Income,Platinum,Late Payment Fees,9369,31/12/2024,2456,371,Promoter
19845,Zaragoza,Credit Card,Branch,High Income,Student,Late Payment Fees,9816,16/12/2023,3359,377,Detractor
19846,Madrid,Loan,ATM,High Income,Business,Insurance Fees,3323,07/02/2023,7849,440,Detractor
19847,Malaga,Loan,ATM,Middle Income,Platinum,Late Payment Fees,9817,21/07/2024,4231,38,Passive
19848,Madrid,Credit Card,ATM,High Income,Platinum,Credit Card Fees,7645,12/10/2023,3241,326,Detractor
19849,Murcia,Checking Account,Online,High Income,Others,Late Payment Fees,6415,12/03/2024,5664,377,Detractor
19850,Madrid,Savings Account,ATM,Middle Income,Student,Insurance Fees,7471,18/10/2023,6459,213,Detractor
19851,Murcia,Savings Account,ATM,Middle Income,Student,Credit Card Fees,4649,01/07/2023,4869,127,Detractor
19852,Bilbao,Savings Account,Branch,Low Income,Platinum,Insurance Fees,8492,24/03/2023,4795,398,Passive
19853,Murcia,Mortgage,Branch,High Income,Business,Credit Card Fees,3491,01/07/2023,5985,328,Passive
19854,Murcia,Checking Account,Mobile,Low Income,Platinum,Late Payment Fees,6529,01/09/2024,6307,354,Passive
19855,Madrid,Loan,Branch,High Income,Student,Late Payment Fees,1398,20/08/2023,4301,482,Passive
19856,Malaga,Savings Account,Mobile,High Income,Student,Insurance Fees,4341,07/06/2023,5998,475,Detractor
19857,Bilbao,Loan,Branch,Middle Income,Business,Late Payment Fees,6225,12/12/2023,1968,108,Promoter
19858,Valencia,Loan,Branch,High Income,Student,Credit Card Fees,7499,28/01/2024,8596,377,Detractor
19859,Valencia,Loan,Mobile,Middle Income,Student,Late Payment Fees,8227,18/06/2024,8583,299,Detractor
19860,Malaga,Loan,Branch,High Income,Student,Insurance Fees,3504,15/03/2024,6339,142,Detractor
19861,Valencia,Credit Card,ATM,Middle Income,Platinum,Credit Card Fees,1965,31/05/2024,3326,186,Detractor
19862,Bilbao,Loan,ATM,High Income,Business,Credit Card Fees,1777,05/02/2023,9737,359,Detractor
19863,Zaragoza,Mortgage,Online,Low Income,Business,Insurance Fees,5972,08/06/2024,9460,469,Passive
19864,Bilbao,Loan,Mobile,High Income,Business,Late Payment Fees,5272,20/09/2023,987,161,Detractor
19865,Madrid,Savings Account,Online,Low Income,Student,Insurance Fees,6260,12/10/2023,2334,131,Passive
19866,Barcelona,Loan,ATM,Low Income,Platinum,Credit Card Fees,3236,20/11/2024,4225,335,Detractor
19867,Murcia,Savings Account,Branch,Middle Income,Platinum,Credit Card Fees,2441,03/06/2023,6650,148,Detractor
19868,Murcia,Loan,Online,Middle Income,Student,Credit Card Fees,1784,02/08/2024,2780,95,Passive
19869,Madrid,Checking Account,ATM,Middle Income,Platinum,Insurance Fees,1513,28/04/2023,1979,377,Passive
19870,Madrid,Credit Card,ATM,High Income,Student,Insurance Fees,9313,28/03/2023,8181,424,Detractor
19871,Barcelona,Savings Account,Online,High Income,Business,Insurance Fees,4043,18/05/2024,380,474,Detractor
19872,Barcelona,Mortgage,Branch,Low Income,Others,Insurance Fees,8720,23/02/2024,5881,143,Promoter
19873,Murcia,Loan,Mobile,High Income,Student,Late Payment Fees,1579,02/06/2023,3111,95,Promoter
19874,Barcelona,Savings Account,Online,High Income,Others,Late Payment Fees,1512,29/08/2024,6327,268,Detractor
19875,Barcelona,Credit Card,Branch,High Income,Business,Credit Card Fees,8971,13/01/2023,2585,478,Promoter
19876,Barcelona,Loan,Mobile,Low Income,Business,Credit Card Fees,3632,16/08/2024,5629,53,Detractor
19877,Malaga,Credit Card,Mobile,Middle Income,Student,Late Payment Fees,9339,05/07/2024,687,7,Promoter
19878,Zaragoza,Mortgage,ATM,Low Income,Others,Insurance Fees,6689,03/11/2023,9256,287,Detractor
19879,Barcelona,Savings Account,Online,High Income,Platinum,Credit Card Fees,8908,10/05/2024,3790,126,Detractor
19880,Zaragoza,Mortgage,Mobile,Low Income,Others,Late Payment Fees,2449,05/05/2023,3877,236,Passive
19881,Zaragoza,Credit Card,ATM,Low Income,Student,Credit Card Fees,9299,14/03/2023,1559,430,Detractor
19882,Madrid,Checking Account,Mobile,Middle Income,Others,Late Payment Fees,1496,25/02/2023,7691,446,Passive
19883,Barcelona,Checking Account,Mobile,Middle Income,Platinum,Insurance Fees,3950,27/10/2024,626,406,Promoter
19884,Murcia,Savings Account,Mobile,Middle Income,Student,Insurance Fees,7547,30/07/2023,2457,432,Passive
19885,Malaga,Loan,ATM,High Income,Student,Late Payment Fees,9579,08/05/2023,7452,163,Detractor
19886,Murcia,Mortgage,Mobile,Low Income,Others,Insurance Fees,3965,01/03/2023,4741,140,Detractor
19887,Barcelona,Checking Account,ATM,High Income,Others,Credit Card Fees,8832,15/12/2024,3605,359,Passive
19888,Murcia,Checking Account,ATM,Middle Income,Student,Credit Card Fees,4522,22/07/2023,124,276,Detractor
19889,Barcelona,Loan,Mobile,High Income,Others,Late Payment Fees,6745,23/04/2023,7795,494,Passive
19890,Malaga,Mortgage,Mobile,Low Income,Others,Late Payment Fees,7878,14/08/2024,1224,17,Promoter
19891,Bilbao,Credit Card,ATM,High Income,Others,Credit Card Fees,3293,30/11/2023,6647,445,Detractor
19892,Malaga,Checking Account,Mobile,Low Income,Student,Late Payment Fees,4783,23/06/2023,5697,497,Detractor
19893,Bilbao,Savings Account,Online,High Income,Student,Late Payment Fees,4967,07/02/2023,6439,354,Detractor
19894,Valencia,Savings Account,Branch,High Income,Platinum,Late Payment Fees,3437,07/12/2023,4384,149,Promoter
19895,Bilbao,Credit Card,Mobile,Middle Income,Student,Late Payment Fees,6335,25/05/2023,5508,157,Detractor
19896,Zaragoza,Loan,Mobile,High Income,Platinum,Insurance Fees,8523,11/11/2023,9700,232,Passive
19897,Zaragoza,Loan,Branch,Low Income,Student,Late Payment Fees,1783,06/09/2023,3993,339,Detractor
19898,Malaga,Checking Account,Online,High Income,Student,Credit Card Fees,3588,13/07/2023,8062,235,Passive
19899,Zaragoza,Checking Account,ATM,Low Income,Student,Insurance Fees,9249,04/06/2024,4403,115,Passive
19900,Zaragoza,Checking Account,Branch,Low Income,Business,Credit Card Fees,5301,17/03/2023,1510,231,Detractor
19901,Valencia,Credit Card,ATM,High Income,Student,Insurance Fees,6266,29/10/2024,8704,89,Promoter
19902,Zaragoza,Credit Card,Branch,Low Income,Platinum,Insurance Fees,1630,26/11/2024,6372,421,Promoter
19903,Madrid,Checking Account,ATM,High Income,Business,Late Payment Fees,1085,01/08/2023,4980,180,Promoter
19904,Madrid,Loan,ATM,High Income,Student,Insurance Fees,9699,30/09/2024,4578,481,Passive
19905,Madrid,Mortgage,Online,Low Income,Business,Credit Card Fees,4582,11/12/2023,6356,68,Detractor
19906,Bilbao,Checking Account,ATM,High Income,Business,Insurance Fees,7136,22/05/2023,8962,84,Passive
19907,Malaga,Loan,Online,Middle Income,Others,Late Payment Fees,9151,25/04/2024,6447,37,Passive
19908,Malaga,Loan,Online,Middle Income,Others,Insurance Fees,7611,27/05/2024,5403,156,Passive
19909,Murcia,Savings Account,Mobile,Low Income,Others,Late Payment Fees,7664,22/10/2023,6983,299,Passive
19910,Valencia,Mortgage,ATM,Middle Income,Student,Late Payment Fees,2784,27/01/2024,5999,188,Detractor
19911,Madrid,Checking Account,Branch,Low Income,Student,Insurance Fees,1807,01/08/2024,4410,458,Detractor
19912,Madrid,Mortgage,ATM,Middle Income,Platinum,Insurance Fees,7399,09/07/2023,6148,103,Passive
19913,Zaragoza,Checking Account,Mobile,Low Income,Others,Late Payment Fees,8299,09/09/2023,6653,203,Detractor
19914,Madrid,Mortgage,Mobile,High Income,Business,Insurance Fees,8292,08/02/2023,7335,471,Detractor
19915,Zaragoza,Mortgage,ATM,Middle Income,Others,Credit Card Fees,5836,27/04/2024,9923,227,Passive
19916,Zaragoza,Loan,Online,High Income,Business,Late Payment Fees,7855,21/04/2023,5563,25,Detractor
19917,Murcia,Mortgage,Branch,Low Income,Business,Insurance Fees,4057,11/11/2023,2971,301,Detractor
19918,Bilbao,Mortgage,Branch,Middle Income,Business,Insurance Fees,4536,26/04/2024,4815,147,Detractor
19919,Zaragoza,Checking Account,ATM,High Income,Business,Late Payment Fees,1092,29/11/2023,970,432,Promoter
19920,Zaragoza,Loan,Mobile,Low Income,Platinum,Late Payment Fees,6321,14/04/2023,2798,267,Passive
19921,Malaga,Mortgage,ATM,Middle Income,Business,Insurance Fees,2544,03/05/2024,897,439,Passive
19922,Murcia,Loan,ATM,High Income,Others,Insurance Fees,5855,11/09/2023,2572,451,Promoter
19923,Zaragoza,Loan,ATM,High Income,Business,Credit Card Fees,6184,26/02/2024,3953,217,Detractor
19924,Valencia,Credit Card,Online,Low Income,Student,Insurance Fees,7923,25/01/2024,8955,256,Passive
19925,Bilbao,Checking Account,Online,Low Income,Others,Insurance Fees,1359,01/07/2024,8659,16,Detractor
19926,Valencia,Credit Card,Mobile,High Income,Business,Credit Card Fees,3093,03/12/2023,3501,94,Passive
19927,Madrid,Loan,Online,High Income,Business,Late Payment Fees,5024,13/05/2024,7830,291,Detractor
19928,Bilbao,Mortgage,Online,High Income,Student,Credit Card Fees,1002,20/11/2023,6880,472,Promoter
19929,Madrid,Checking Account,Mobile,Low Income,Platinum,Late Payment Fees,5478,17/07/2023,9224,361,Promoter
19930,Malaga,Savings Account,Online,High Income,Others,Credit Card Fees,6592,12/02/2024,2667,423,Passive
19931,Barcelona,Checking Account,Branch,High Income,Others,Insurance Fees,2119,05/07/2023,2505,279,Promoter
19932,Barcelona,Credit Card,Branch,Low Income,Business,Credit Card Fees,9882,26/03/2023,5992,181,Detractor
19933,Barcelona,Checking Account,Mobile,High Income,Platinum,Late Payment Fees,7345,14/08/2024,7874,378,Promoter
19934,Zaragoza,Mortgage,Mobile,Low Income,Business,Late Payment Fees,8724,05/02/2024,539,54,Passive
19935,Murcia,Checking Account,Online,Low Income,Student,Late Payment Fees,1734,09/09/2024,3298,482,Promoter
19936,Valencia,Savings Account,Branch,Low Income,Student,Credit Card Fees,7369,25/05/2023,2183,382,Passive
19937,Madrid,Credit Card,ATM,High Income,Others,Credit Card Fees,7603,08/07/2024,7009,279,Promoter
19938,Zaragoza,Credit Card,Online,High Income,Student,Insurance Fees,5107,04/05/2024,6141,160,Detractor
19939,Barcelona,Loan,Branch,High Income,Others,Insurance Fees,5269,29/12/2023,6000,380,Detractor
19940,Valencia,Credit Card,ATM,High Income,Business,Late Payment Fees,2136,26/07/2024,6939,96,Promoter
19941,Valencia,Savings Account,Online,Middle Income,Student,Insurance Fees,1416,28/01/2024,4673,454,Passive
19942,Malaga,Savings Account,Online,Middle Income,Business,Late Payment Fees,2038,09/07/2023,8378,487,Promoter
19943,Malaga,Credit Card,Online,Middle Income,Platinum,Credit Card Fees,6792,21/10/2024,8591,452,Promoter
19944,Barcelona,Checking Account,Branch,High Income,Business,Credit Card Fees,6160,16/10/2023,4567,417,Passive
19945,Madrid,Savings Account,ATM,Middle Income,Student,Insurance Fees,1165,11/09/2023,1198,94,Passive
19946,Barcelona,Credit Card,Branch,Middle Income,Business,Insurance Fees,9645,28/12/2023,9359,324,Promoter
19947,Barcelona,Credit Card,Branch,Middle Income,Platinum,Late Payment Fees,2242,06/09/2024,2648,350,Detractor
19948,Zaragoza,Checking Account,Branch,Middle Income,Platinum,Credit Card Fees,5965,20/01/2024,3888,19,Detractor
19949,Murcia,Credit Card,Branch,High Income,Others,Credit Card Fees,7751,25/11/2024,9537,311,Passive
19950,Barcelona,Mortgage,ATM,High Income,Student,Credit Card Fees,6125,25/01/2023,8241,350,Promoter
19951,Madrid,Loan,Mobile,Middle Income,Business,Late Payment Fees,3866,28/07/2024,3098,219,Passive
19952,Valencia,Savings Account,Branch,High Income,Others,Credit Card Fees,5092,12/09/2024,838,484,Detractor
19953,Valencia,Checking Account,ATM,Low Income,Business,Late Payment Fees,5885,18/11/2024,2813,346,Passive
19954,Bilbao,Checking Account,ATM,High Income,Others,Late Payment Fees,5720,16/02/2023,9426,82,Detractor
19955,Barcelona,Loan,Branch,Middle Income,Student,Insurance Fees,1964,17/08/2024,2221,47,Passive
19956,Zaragoza,Mortgage,ATM,High Income,Others,Insurance Fees,7065,17/03/2023,3739,196,Detractor
19957,Bilbao,Loan,Online,Middle Income,Platinum,Late Payment Fees,5403,06/04/2023,6292,240,Detractor
19958,Malaga,Credit Card,Branch,High Income,Platinum,Late Payment Fees,3588,10/10/2024,2070,284,Promoter
19959,Murcia,Checking Account,ATM,High Income,Student,Insurance Fees,9814,25/08/2024,9458,250,Detractor
19960,Madrid,Credit Card,Online,Low Income,Student,Insurance Fees,3112,15/02/2024,3522,296,Detractor
19961,Barcelona,Checking Account,Online,Middle Income,Others,Late Payment Fees,6142,30/03/2023,1862,493,Detractor
19962,Valencia,Checking Account,Online,Middle Income,Student,Credit Card Fees,3277,17/07/2023,5043,29,Detractor
19963,Zaragoza,Credit Card,Online,High Income,Others,Credit Card Fees,5897,26/11/2024,9795,182,Detractor
19964,Valencia,Loan,ATM,Low Income,Others,Insurance Fees,3993,24/06/2023,4103,412,Detractor
19965,Barcelona,Savings Account,Online,Middle Income,Business,Insurance Fees,9576,04/05/2024,5371,415,Detractor
19966,Malaga,Savings Account,ATM,Middle Income,Others,Insurance Fees,8327,29/02/2024,5249,247,Detractor
19967,Bilbao,Loan,Branch,High Income,Business,Insurance Fees,6663,28/06/2024,7853,233,Detractor
19968,Barcelona,Mortgage,Branch,Middle Income,Platinum,Credit Card Fees,5838,21/03/2023,2600,325,Promoter
19969,Bilbao,Loan,Mobile,Low Income,Platinum,Credit Card Fees,3536,27/05/2023,2676,57,Detractor
19970,Madrid,Loan,Mobile,High Income,Platinum,Insurance Fees,3435,13/04/2024,7342,433,Promoter
19971,Zaragoza,Loan,Online,High Income,Others,Credit Card Fees,7871,25/08/2024,9749,92,Detractor
19972,Malaga,Savings Account,Mobile,High Income,Business,Late Payment Fees,9431,28/01/2023,4350,340,Passive
19973,Zaragoza,Checking Account,Mobile,Middle Income,Platinum,Insurance Fees,8979,23/04/2024,2075,37,Detractor
19974,Madrid,Mortgage,Mobile,Middle Income,Platinum,Insurance Fees,1408,03/04/2023,699,163,Detractor
19975,Malaga,Mortgage,Online,Middle Income,Business,Late Payment Fees,1283,03/03/2023,9029,363,Detractor
19976,Malaga,Mortgage,Mobile,High Income,Others,Late Payment Fees,1982,26/07/2024,3583,409,Passive
19977,Bilbao,Credit Card,Online,Low Income,Business,Late Payment Fees,1217,21/06/2024,6773,444,Detractor
19978,Bilbao,Loan,ATM,Low Income,Student,Late Payment Fees,7869,24/06/2023,5196,467,Passive
19979,Bilbao,Checking Account,Mobile,Low Income,Platinum,Insurance Fees,3766,23/07/2023,3663,157,Detractor
19980,Valencia,Checking Account,Online,High Income,Platinum,Late Payment Fees,6309,30/11/2024,6013,223,Promoter
19981,Murcia,Credit Card,Branch,Middle Income,Business,Late Payment Fees,6737,27/12/2023,4347,234,Detractor
19982,Barcelona,Savings Account,Branch,Middle Income,Business,Late Payment Fees,3040,08/05/2023,2861,34,Promoter
19983,Bilbao,Credit Card,ATM,Middle Income,Others,Insurance Fees,7611,20/06/2023,2798,46,Promoter
19984,Murcia,Credit Card,Mobile,Low Income,Student,Insurance Fees,4264,22/01/2023,4330,131,Detractor
19985,Murcia,Loan,Mobile,Middle Income,Student,Credit Card Fees,1217,28/01/2024,7412,189,Passive
19986,Zaragoza,Savings Account,Online,High Income,Business,Late Payment Fees,7996,17/03/2024,9027,485,Promoter
19987,Madrid,Credit Card,Mobile,Low Income,Platinum,Late Payment Fees,1491,22/06/2024,6719,352,Passive
19988,Valencia,Checking Account,Mobile,High Income,Others,Credit Card Fees,8153,20/11/2023,2789,299,Detractor
19989,Murcia,Loan,Online,High Income,Others,Credit Card Fees,4906,19/04/2024,5098,164,Promoter
19990,Barcelona,Savings Account,ATM,Low Income,Student,Insurance Fees,2778,01/02/2024,2463,321,Detractor
19991,Valencia,Checking Account,ATM,Middle Income,Business,Late Payment Fees,2786,25/07/2023,6658,189,Passive
19992,Zaragoza,Mortgage,Mobile,Low Income,Others,Late Payment Fees,6318,24/06/2024,6986,224,Detractor
19993,Bilbao,Loan,Online,Low Income,Student,Late Payment Fees,2072,01/07/2023,6149,419,Detractor
19994,Malaga,Checking Account,ATM,Low Income,Others,Late Payment Fees,2080,17/07/2024,6907,469,Detractor
19995,Murcia,Credit Card,ATM,Low Income,Platinum,Late Payment Fees,6244,15/03/2023,3851,345,Promoter
19996,Madrid,Credit Card,ATM,Low Income,Others,Credit Card Fees,5100,29/01/2023,1578,37,Detractor
19997,Malaga,Loan,ATM,Low Income,Platinum,Insurance Fees,7197,19/09/2024,4466,374,Detractor
19998,Zaragoza,Savings Account,Online,High Income,Platinum,Late Payment Fees,2991,06/11/2024,4367,39,Promoter
19999,Valencia,Credit Card,ATM,Middle Income,Student,Insurance Fees,6051,30/04/2023,3801,301,Detractor
20000,Barcelona,Checking Account,Branch,Middle Income,Business,Late Payment Fees,4578,29/10/2023,6534,115,Promoter
20001,Bilbao,Mortgage,ATM,High Income,Others,Credit Card Fees,3605,20/08/2024,7169,127,Promoter
20002,Valencia,Savings Account,Branch,Low Income,Platinum,Credit Card Fees,5838,13/05/2023,3679,205,Detractor
20003,Madrid,Loan,Branch,Middle Income,Others,Credit Card Fees,8253,26/03/2024,6513,397,Passive
20004,Murcia,Credit Card,ATM,Middle Income,Business,Insurance Fees,8149,03/01/2023,1122,116,Detractor
20005,Madrid,Savings Account,Mobile,High Income,Business,Credit Card Fees,1495,19/07/2023,1496,45,Passive
20006,Valencia,Mortgage,ATM,Low Income,Others,Insurance Fees,5746,13/07/2023,7565,102,Passive
20007,Valencia,Savings Account,Mobile,Middle Income,Student,Credit Card Fees,8187,30/07/2024,7653,303,Detractor
20008,Malaga,Savings Account,ATM,Middle Income,Student,Credit Card Fees,7534,24/07/2023,2107,153,Passive
20009,Madrid,Loan,Online,Middle Income,Student,Credit Card Fees,4126,15/06/2023,9952,62,Promoter
20010,Madrid,Mortgage,Online,Middle Income,Business,Credit Card Fees,2036,13/01/2023,9663,102,Promoter
20011,Madrid,Mortgage,Branch,Low Income,Business,Late Payment Fees,6563,20/11/2023,4142,144,Detractor
20012,Bilbao,Savings Account,Online,Low Income,Platinum,Late Payment Fees,7607,18/09/2024,4990,152,Passive
20013,Barcelona,Credit Card,Mobile,Middle Income,Student,Credit Card Fees,2469,18/10/2023,475,207,Detractor
20014,Valencia,Savings Account,Mobile,High Income,Others,Late Payment Fees,2589,22/10/2024,9185,235,Promoter
20015,Zaragoza,Checking Account,Branch,Low Income,Business,Late Payment Fees,8152,31/03/2023,4868,344,Detractor
20016,Bilbao,Credit Card,ATM,Middle Income,Student,Late Payment Fees,7535,18/11/2023,4907,347,Promoter
20017,Bilbao,Loan,Online,Low Income,Others,Late Payment Fees,4111,08/10/2024,1328,247,Detractor
20018,Bilbao,Mortgage,ATM,Middle Income,Others,Late Payment Fees,6351,23/09/2024,1961,187,Passive
20019,Malaga,Credit Card,ATM,Middle Income,Platinum,Insurance Fees,4052,22/03/2023,624,428,Detractor
20020,Barcelona,Loan,Online,Low Income,Others,Insurance Fees,6687,12/08/2023,3565,496,Detractor
20021,Barcelona,Savings Account,ATM,High Income,Platinum,Insurance Fees,4980,14/04/2024,7010,61,Detractor
20022,Zaragoza,Loan,Mobile,Middle Income,Student,Late Payment Fees,8615,06/05/2024,7321,151,Detractor
20023,Madrid,Checking Account,Branch,Middle Income,Others,Late Payment Fees,7950,29/05/2023,9316,275,Promoter
20024,Malaga,Loan,Mobile,Low Income,Platinum,Late Payment Fees,1382,13/09/2023,7130,267,Promoter
20025,Valencia,Credit Card,Online,High Income,Platinum,Insurance Fees,5237,19/06/2024,8557,36,Promoter
20026,Murcia,Mortgage,Online,Low Income,Others,Insurance Fees,4110,10/02/2024,4349,483,Detractor
20027,Malaga,Credit Card,Online,Middle Income,Others,Credit Card Fees,9126,27/05/2024,2759,76,Passive
20028,Murcia,Credit Card,Online,Low Income,Others,Insurance Fees,7768,07/04/2023,761,432,Promoter
20029,Valencia,Mortgage,ATM,Middle Income,Business,Insurance Fees,6904,30/01/2023,3378,347,Passive
20030,Zaragoza,Checking Account,ATM,High Income,Student,Insurance Fees,6014,29/06/2023,5013,436,Passive
20031,Barcelona,Credit Card,Branch,Middle Income,Platinum,Insurance Fees,4087,28/06/2024,2440,293,Detractor
20032,Murcia,Mortgage,Online,High Income,Student,Insurance Fees,7157,23/05/2023,381,430,Detractor
20033,Bilbao,Mortgage,Online,Middle Income,Platinum,Late Payment Fees,4724,27/12/2023,2839,352,Detractor
20034,Malaga,Credit Card,ATM,Low Income,Business,Late Payment Fees,8307,21/08/2024,7765,149,Detractor
20035,Murcia,Mortgage,ATM,High Income,Student,Credit Card Fees,6399,06/08/2023,2595,44,Detractor
20036,Valencia,Savings Account,Mobile,Middle Income,Business,Credit Card Fees,6827,27/07/2023,6988,353,Promoter
20037,Barcelona,Credit Card,Branch,Low Income,Business,Credit Card Fees,6146,26/05/2024,4866,336,Passive
20038,Bilbao,Checking Account,ATM,Middle Income,Student,Insurance Fees,8877,23/04/2024,9769,482,Promoter
20039,Murcia,Savings Account,Branch,Low Income,Others,Late Payment Fees,8298,01/10/2023,8199,375,Passive
20040,Barcelona,Checking Account,Online,Low Income,Others,Credit Card Fees,4206,16/10/2023,5206,441,Detractor
20041,Valencia,Credit Card,Online,High Income,Platinum,Credit Card Fees,9621,24/11/2024,3386,127,Passive
20042,Zaragoza,Loan,Mobile,Low Income,Platinum,Insurance Fees,5711,27/07/2024,4322,470,Detractor
20043,Valencia,Mortgage,Mobile,Middle Income,Student,Insurance Fees,9351,26/06/2023,2710,212,Passive
20044,Zaragoza,Savings Account,Mobile,High Income,Platinum,Credit Card Fees,9456,16/09/2024,1681,56,Promoter
20045,Barcelona,Credit Card,ATM,Low Income,Platinum,Insurance Fees,8196,17/06/2023,2610,112,Passive
20046,Barcelona,Mortgage,Branch,High Income,Business,Credit Card Fees,2549,17/07/2024,7262,305,Detractor
20047,Bilbao,Loan,ATM,High Income,Others,Credit Card Fees,9233,06/05/2023,3381,122,Detractor
20048,Valencia,Checking Account,Online,Middle Income,Others,Insurance Fees,4809,16/12/2024,6360,9,Detractor
20049,Madrid,Credit Card,Online,Middle Income,Business,Insurance Fees,6798,15/06/2024,2298,414,Passive
20050,Malaga,Credit Card,Mobile,Middle Income,Others,Insurance Fees,8265,02/11/2023,6165,479,Promoter
20051,Madrid,Loan,Mobile,Low Income,Student,Late Payment Fees,8049,25/11/2024,6645,492,Detractor
20052,Madrid,Checking Account,Branch,Low Income,Platinum,Late Payment Fees,4204,09/11/2023,8439,297,Detractor
20053,Madrid,Credit Card,ATM,Middle Income,Business,Credit Card Fees,7295,08/03/2024,4675,61,Detractor
20054,Malaga,Mortgage,Online,Low Income,Others,Insurance Fees,3921,15/11/2023,3673,72,Passive
20055,Madrid,Loan,Online,Middle Income,Platinum,Credit Card Fees,4302,02/07/2023,3976,160,Promoter
20056,Zaragoza,Credit Card,Mobile,Low Income,Business,Credit Card Fees,4102,30/01/2024,6299,457,Passive
20057,Valencia,Checking Account,ATM,High Income,Business,Late Payment Fees,6380,24/05/2024,9630,455,Passive
20058,Barcelona,Savings Account,Online,High Income,Business,Late Payment Fees,7360,23/07/2023,6255,395,Detractor
20059,Bilbao,Credit Card,Online,Middle Income,Business,Insurance Fees,1310,24/01/2023,3879,119,Detractor
20060,Madrid,Checking Account,ATM,Middle Income,Others,Late Payment Fees,5812,11/10/2024,4404,398,Promoter
20061,Barcelona,Loan,Mobile,Middle Income,Platinum,Late Payment Fees,3845,25/07/2024,6968,227,Passive
20062,Madrid,Checking Account,Branch,Middle Income,Platinum,Credit Card Fees,9880,05/05/2024,5712,364,Detractor
20063,Bilbao,Checking Account,Mobile,Low Income,Business,Credit Card Fees,4790,11/06/2024,3798,442,Detractor
20064,Bilbao,Loan,ATM,Low Income,Student,Insurance Fees,5582,24/05/2024,2335,19,Promoter
20065,Madrid,Savings Account,ATM,Low Income,Student,Insurance Fees,3161,23/06/2024,1169,408,Promoter
20066,Zaragoza,Mortgage,ATM,Middle Income,Student,Late Payment Fees,2819,16/06/2023,9722,130,Detractor
20067,Barcelona,Savings Account,Online,Low Income,Others,Late Payment Fees,6789,16/12/2024,9483,82,Passive
20068,Bilbao,Mortgage,ATM,High Income,Platinum,Late Payment Fees,6182,26/07/2023,6107,27,Detractor
20069,Valencia,Mortgage,Branch,High Income,Others,Insurance Fees,8451,31/12/2023,6565,187,Promoter
20070,Barcelona,Mortgage,Mobile,Middle Income,Student,Late Payment Fees,3569,11/08/2023,7979,13,Promoter
20071,Valencia,Credit Card,Online,Low Income,Others,Insurance Fees,1022,29/02/2024,1039,471,Detractor
20072,Barcelona,Savings Account,ATM,Low Income,Student,Late Payment Fees,6589,20/05/2023,7657,189,Detractor
20073,Zaragoza,Checking Account,ATM,Low Income,Business,Credit Card Fees,6562,07/10/2024,9476,174,Passive
20074,Malaga,Credit Card,ATM,High Income,Business,Late Payment Fees,7108,12/04/2023,8851,287,Detractor
20075,Murcia,Loan,Branch,High Income,Platinum,Late Payment Fees,6878,21/06/2023,1116,245,Passive
20076,Zaragoza,Loan,Branch,High Income,Others,Credit Card Fees,1379,13/04/2024,8306,394,Detractor
